Ártal,Grófflokkun,Fínflokkun,Lýsing,Nánar,Virkur,Listi sakarefna í Réttarvörslugátt/Frá dómstólum,Spurningar / athugasemdir
2008-671-010-001,Umferðarlagabrot,"X. Kafli. Flutningur, hleðsla, þyngd og stærð ökutækja","Brot um reglugerð á hleðslu, frágang og merkingu farms",Farmur nær meira en 50 sm fram fyrir ökutæki,TRUE,Umferðarlagabrot,
2009-008-018-000,Umferðarlagabrot,XIII. kafli Ökutæki,Bann við notkun ökutækis,,TRUE,Umferðarlagabrot,
2010-605-000-000,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,"Brot á reglugerð um aksturs- og hvíldartíma ökumanna, notkun ökurita og eftirlit",,TRUE,Umferðarlagabrot,
2010-605-006-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur aksturstími að hámarki 9 eða 10 klst,Umframtími 1 klst - 10% umfram - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-006-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur aksturstími að hámarki 9 eða 10 klst,Umframtími 1 klst - 10% umfram - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-006-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur aksturstími að hámarki 9 eða 10 klst,"Umframtími 1,5 klst - 15% umfram - Sekt flytjanda",TRUE,Umferðarlagabrot,
2010-605-006-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur aksturstími að hámarki 9 eða 10 klst,"Umframtími 1,5 klst - 15% umfram - Sekt ökumanns",TRUE,Umferðarlagabrot,
2010-605-006-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur aksturstími að hámarki 9 eða 10 klst,Umframtími 2 klst - 20% umfram - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-006-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur aksturstími að hámarki 9 eða 10 klst,Umframtími 2 klst - 20% umfram - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-006-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur aksturstími að hámarki 9 eða 10 klst,"Umframtími 2,5 klst - 25% umfram - Sekt flytjanda",TRUE,Umferðarlagabrot,
2010-605-006-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur aksturstími að hámarki 9 eða 10 klst,"Umframtími 2,5 klst - 25% umfram - Sekt ökumanns",TRUE,Umferðarlagabrot,
2010-605-006-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur aksturstími að hámarki 9 eða 10 klst,Umframtími 3 klst - 30% umfram - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-006-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur aksturstími að hámarki 9 eða 10 klst,Umframtími 3 klst - 30% umfram - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-006-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur aksturstími að hámarki 9 eða 10 klst,"Umframtími 3,5 klst - 35% umfram - Sekt flytjanda",TRUE,Umferðarlagabrot,
2010-605-006-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur aksturstími að hámarki 9 eða 10 klst,"Umframtími 3,5 klst - 35% umfram - Sekt ökumanns",TRUE,Umferðarlagabrot,
2010-605-006-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur aksturstími að hámarki 9 eða 10 klst,Umframtími 4 klst - 40% umfram - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-006-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur aksturstími að hámarki 9 eða 10 klst,Umframtími 4 klst - 40% umfram - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-006-002,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Aksturstími í hverri viku að hámarki 56 klst,"Umframtími 13,5 klst - 15% umfram - Sekt flytjanda",TRUE,Umferðarlagabrot,
2010-605-006-002,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Aksturstími í hverri viku að hámarki 56 klst,"Umframtími 13,5 klst - 15% umfram - Sekt ökumanns",TRUE,Umferðarlagabrot,
2010-605-006-002,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Aksturstími í hverri viku að hámarki 56 klst,Umframtími 18 klst - 20% umfram - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-006-002,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Aksturstími í hverri viku að hámarki 56 klst,Umframtími 18 klst - 20% umfram - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-006-002,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Aksturstími í hverri viku að hámarki 56 klst,"Umframtími 22,5 klst - 25% umfram - Sekt flytjanda",TRUE,Umferðarlagabrot,
2010-605-006-002,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Aksturstími í hverri viku að hámarki 56 klst,"Umframtími 22,5 klst - 25% umfram - Sekt ökumanns",TRUE,Umferðarlagabrot,
2010-605-006-002,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Aksturstími í hverri viku að hámarki 56 klst,Umframtími 27 klst - 30% umfram - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-006-002,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Aksturstími í hverri viku að hámarki 56 klst,Umframtími 27 klst - 30% umfram - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-006-002,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Aksturstími í hverri viku að hámarki 56 klst,"Umframtími 31,5 klst - 35% umfram - Sekt flytjanda",TRUE,Umferðarlagabrot,
2010-605-006-002,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Aksturstími í hverri viku að hámarki 56 klst,"Umframtími 31,5 klst - 35% umfram - Sekt ökumanns",TRUE,Umferðarlagabrot,
2010-605-006-002,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Aksturstími í hverri viku að hámarki 56 klst,Umframtími 36 klst - 40% umfram - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-006-002,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Aksturstími í hverri viku að hámarki 56 klst,Umframtími 36 klst - 40% umfram - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-006-002,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Aksturstími í hverri viku að hámarki 56 klst,Umframtími 9 klst - 10% umfram - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-006-002,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Aksturstími í hverri viku að hámarki 56 klst,Umframtími 9 klst - 10% umfram - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-006-003,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Aksturstími á hverjum 14 dögum að hámarki 90 klst,"Umframtími 13,5 klst - 15% umfram - Sekt flytjanda",TRUE,Umferðarlagabrot,
2010-605-006-003,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Aksturstími á hverjum 14 dögum að hámarki 90 klst,"Umframtími 13,5 klst - 15% umfram - Sekt ökumanns",TRUE,Umferðarlagabrot,
2010-605-006-003,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Aksturstími á hverjum 14 dögum að hámarki 90 klst,Umframtími 18 klst - 20% umfram - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-006-003,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Aksturstími á hverjum 14 dögum að hámarki 90 klst,Umframtími 18 klst - 20% umfram - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-006-003,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Aksturstími á hverjum 14 dögum að hámarki 90 klst,"Umframtími 22,5 klst - 25% umfram - Sekt flytjanda",TRUE,Umferðarlagabrot,
2010-605-006-003,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Aksturstími á hverjum 14 dögum að hámarki 90 klst,"Umframtími 22,5 klst - 25% umfram - Sekt ökumanns",TRUE,Umferðarlagabrot,
2010-605-006-003,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Aksturstími á hverjum 14 dögum að hámarki 90 klst,Umframtími 27 klst - 30% umfram - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-006-003,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Aksturstími á hverjum 14 dögum að hámarki 90 klst,Umframtími 27 klst - 30% umfram - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-006-003,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Aksturstími á hverjum 14 dögum að hámarki 90 klst,"Umframtími 31,5 klst - 35% umfram - Sekt flytjanda",TRUE,Umferðarlagabrot,
2010-605-006-003,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Aksturstími á hverjum 14 dögum að hámarki 90 klst,"Umframtími 31,5 klst - 35% umfram - Sekt ökumanns",TRUE,Umferðarlagabrot,
2010-605-006-003,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Aksturstími á hverjum 14 dögum að hámarki 90 klst,Umframtími 36 klst - 40% umfram - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-006-003,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Aksturstími á hverjum 14 dögum að hámarki 90 klst,Umframtími 36 klst - 40% umfram - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-006-003,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Aksturstími á hverjum 14 dögum að hámarki 90 klst,Umframtími 9 klst - 10% umfram - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-006-003,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Aksturstími á hverjum 14 dögum að hámarki 90 klst,Umframtími 9 klst - 10% umfram - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-008-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,"Akstur án hlés að hámarki 4,5 klst",Umframtími 1 klst og 21 mín - 30% umfram - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-008-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,"Akstur án hlés að hámarki 4,5 klst",Umframtími 1 klst og 21 mín - 30% umfram - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-008-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,"Akstur án hlés að hámarki 4,5 klst",Umframtími 1 klst og 35 mín - 35% umfram - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-008-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,"Akstur án hlés að hámarki 4,5 klst",Umframtími 1 klst og 35 mín - 35% umfram - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-008-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,"Akstur án hlés að hámarki 4,5 klst",Umframtími 1 klst og 48 mín - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-008-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,"Akstur án hlés að hámarki 4,5 klst",Umframtími 1 klst og 48 mín - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-008-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,"Akstur án hlés að hámarki 4,5 klst",Umframtími 1 klst og 8 mín - 25% umfram - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-008-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,"Akstur án hlés að hámarki 4,5 klst",Umframtími 1 klst og 8 mín - 25% umfram - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-008-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,"Akstur án hlés að hámarki 4,5 klst",Umframtími 30 mín - 12% umfram - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-008-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,"Akstur án hlés að hámarki 4,5 klst",Umframtími 30 mín - 12% umfram - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-008-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,"Akstur án hlés að hámarki 4,5 klst",Umframtími 41 mín - 15% umfram - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-008-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,"Akstur án hlés að hámarki 4,5 klst",Umframtími 41 mín - 15% umfram - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-008-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,"Akstur án hlés að hámarki 4,5 klst",Umframtími 54 mín - 20% umfram - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-008-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,"Akstur án hlés að hámarki 4,5 klst",Umframtími 54 mín - 20% umfram - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-008-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,"Akstur án hlés að hámarki 4,5 klst",Umframtími meiri en 1 klst og 48 mín - Brot flytjanda,TRUE,Umferðarlagabrot,
2010-605-008-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,"Akstur án hlés að hámarki 4,5 klst",Umframtími meiri en 1 klst og 48 mín - Brot ökumanns,TRUE,Umferðarlagabrot,
2010-605-010-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur hvíldartími að lágmarki 9 eða 11 klst,Brot í tíma 1 klst og 21 mín - 15% í tíma - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-010-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur hvíldartími að lágmarki 9 eða 11 klst,Brot í tíma 1 klst og 21 mín - 15% í tíma - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-010-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur hvíldartími að lágmarki 9 eða 11 klst,Brot í tíma 1 klst og 48 mín - 20% í tíma - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-010-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur hvíldartími að lágmarki 9 eða 11 klst,Brot í tíma 1 klst og 48 mín - 20% í tíma - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-010-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur hvíldartími að lágmarki 9 eða 11 klst,Brot í tíma 2 klst og 15 mín - 25% í tíma - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-010-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur hvíldartími að lágmarki 9 eða 11 klst,Brot í tíma 2 klst og 15 mín - 25% í tíma - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-010-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur hvíldartími að lágmarki 9 eða 11 klst,Brot í tíma 2 klst og 42 mín - 30% í tíma - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-010-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur hvíldartími að lágmarki 9 eða 11 klst,Brot í tíma 2 klst og 42 mín - 30% í tíma - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-010-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur hvíldartími að lágmarki 9 eða 11 klst,Brot í tíma 3 klst og 36 mín - 40% í tíma - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-010-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur hvíldartími að lágmarki 9 eða 11 klst,Brot í tíma 3 klst og 36 mín - 40% í tíma - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-010-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur hvíldartími að lágmarki 9 eða 11 klst,Brot í tíma 3 klst og 9 mín - 35% í tíma - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-010-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur hvíldartími að lágmarki 9 eða 11 klst,Brot í tíma 3 klst og 9 mín - 35% í tíma - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-010-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur hvíldartími að lágmarki 9 eða 11 klst,Brot í tíma 54 mín - 10% í tíma - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-010-001,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur hvíldartími að lágmarki 9 eða 11 klst,Brot í tíma 54 mín - 10% í tíma - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-010-003,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur hvíldartími - lágmark 12 klst (lengdur hvíldartími),Brot í tíma 1 klst og 12 mín - 10% í tíma - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-010-003,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur hvíldartími - lágmark 12 klst (lengdur hvíldartími),Brot í tíma 1 klst og 12 mín - 10% í tíma - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-010-003,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur hvíldartími - lágmark 12 klst (lengdur hvíldartími),Brot í tíma 1 klst og 48 mín - 15% í tíma - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-010-003,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur hvíldartími - lágmark 12 klst (lengdur hvíldartími),Brot í tíma 1 klst og 48 mín - 15% í tíma - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-010-003,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur hvíldartími - lágmark 12 klst (lengdur hvíldartími),Brot í tíma 2 klst og 24 mín - 20% í tíma - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-010-003,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur hvíldartími - lágmark 12 klst (lengdur hvíldartími),Brot í tíma 2 klst og 24 mín - 20% í tíma - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-010-003,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur hvíldartími - lágmark 12 klst (lengdur hvíldartími),Brot í tíma 3 klst - 25% í tíma - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-010-003,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur hvíldartími - lágmark 12 klst (lengdur hvíldartími),Brot í tíma 3 klst - 25% í tíma - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-010-003,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur hvíldartími - lágmark 12 klst (lengdur hvíldartími),Brot í tíma 3 klst og 36 mín - 30% í tíma - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-010-003,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur hvíldartími - lágmark 12 klst (lengdur hvíldartími),Brot í tíma 3 klst og 36 mín - 30% í tíma - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-010-003,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur hvíldartími - lágmark 12 klst (lengdur hvíldartími),Brot í tíma 4 klst og 12 mín - 35% í tíma - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-010-003,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur hvíldartími - lágmark 12 klst (lengdur hvíldartími),Brot í tíma 4 klst og 12 mín - 35% í tíma - Sekt ökumanns,TRUE,Umferðarlagabrot,
2010-605-010-003,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur hvíldartími - lágmark 12 klst (lengdur hvíldartími),Brot í tíma 4 klst og 48 mín - 40% í tíma - Sekt flytjanda,TRUE,Umferðarlagabrot,
2010-605-010-003,Umferðarlagabrot,Viðauki ii - reglugerð um aksturs- og hvíldartíma ökumanna,Daglegur hvíldartími - lágmark 12 klst (lengdur hvíldartími),Brot í tíma 4 klst og 48 mín - 40% í tíma - Sekt ökumanns,TRUE,Umferðarlagabrot,
